"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2010","LT","Lithuania",2.974206450,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2010","LU","Luxembourg",1.646264240,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2010","MT","Malta",6.899796140,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2010","PT","Portugal",5.163948300,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2010","SK","Slovakia",6.709039540,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2010","UKM","Scotland",2.948460900,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","AT","Austria",3.973934000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","BE","Belgium",2.861119700,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","CZ","Czechia",3.562713510,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","EE","Estonia",3.636363630,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","ES","Spain",5.118442620,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","EU_EEA31","EU/EEA",3.958045000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","EU28","EU",3.958045000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","FR","France",3.422228300,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","IT","Italy",5.695259790,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","LT","Lithuania",2.360953460,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","LU","Luxembourg",1.667778510,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","MT","Malta",3.997539970,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","PT","Portugal",4.836840220,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","RO","Romania",2.747513020,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","SK","Slovakia",3.069196420,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2011","UKM","Scotland",2.276518490,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","AT","Austria",4.336140470,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","BE","Belgium",2.675970460,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","CZ","Czechia",6.696175230,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","EE","Estonia",3.533568900,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","ES","Spain",4.524420450,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","EU_EEA31","EU/EEA",3.582377000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","EU28","EU",3.582377000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","FR","France",3.114285540,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","IT","Italy",3.816689830,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","LT","Lithuania",2.166997090,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","LU","Luxembourg",1.621512050,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","MT","Malta",1.803426510,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","PT","Portugal",4.119298100,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","RO","Romania",1.713120790,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","SK","Slovakia",3.945885000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2012","UKM","Scotland",1.615610570,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","CZ","Czechia",5.491952170,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","EE","Estonia",3.158338010,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","ES","Spain",5.755903080,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","EU_EEA31","EU/EEA",4.141131000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","EU28","EU",4.141131000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","FR","France",2.965856480,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","IT","Italy",4.395095990,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","LT","Lithuania",2.233186180,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","MT","Malta",2.448579820,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","PT","Portugal",4.251898160,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","RO","Romania",2.507257850,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","SK","Slovakia",3.891050580,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2013","UKM","Scotland",1.519813860,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","BE","Belgium",2.743605620,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","CZ","Czechia",3.984063740,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","EE","Estonia",5.333148630,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","ES","Spain",4.439646280,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","EU_EEA31","EU/EEA",3.406434000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","EU28","EU",3.406434000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","FR","France",3.013192470,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","IT","Italy",4.565392530,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","LT","Lithuania",2.086989510,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","LU","Luxembourg",1.559089490,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","MT","Malta",3.342884430,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","PT","Portugal",4.071172820,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","RO","Romania",1.145621180,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","SK","Slovakia",3.635482300,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2014","UKM","Scotland",1.467419570,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","BE","Belgium",2.469135800,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","CZ","Czechia",4.010636900,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","EE","Estonia",3.350680820,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","ES","Spain",3.928940260,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","EU_EEA31","EU/EEA",3.326154000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","EU28","EU",3.326154000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","FR","France",3.216065700,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","HU","Hungary",2.945508100,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","IT","Italy",4.353188710,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","LT","Lithuania",1.983824200,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","LU","Luxembourg",1.942740280,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","MT","Malta",2.243589740,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","PT","Portugal",4.383054030,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","RO","Romania",1.343484100,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","SK","Slovakia",4.488618140,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2015","UKM","Scotland",1.683532820,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","BE","Belgium",2.289016470,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","CZ","Czechia",3.818413230,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","EE","Estonia",5.578391070,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","ES","Spain",4.083265550,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","EU_EEA31","EU/EEA",3.834003000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","EU28","EU",3.834003000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","FR","France",3.640980510,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","HU","Hungary",4.814476630,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","IT","Italy",5.099539080,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","LT","Lithuania",2.863706450,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","LU","Luxembourg",1.847545630,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","MT","Malta",2.773246320,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","PT","Portugal",3.375690480,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","SK","Slovakia",6.277463900,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2016","UKM","Scotland",1.607613650,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","BE","Belgium",2.942750130,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","EE","Estonia",5.483405480,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","ES","Spain",4.066802830,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","EU_EEA31","EU/EEA",3.863040000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","EU28","EU",3.863040000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","FR","France",3.902782680,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","HU","Hungary",3.943661970,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","IT","Italy",4.718807140,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","LT","Lithuania",1.739702830,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","LU","Luxembourg",2.095250760,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","MT","Malta",2.988047800,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","PT","Portugal",4.479770480,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","RO","Romania",2.006065390,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","SK","Slovakia",5.964214710,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2017","UKM","Scotland",1.766840690,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","BE","Belgium",2.082947600,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","ES","Spain",3.686571250,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","EU_EEA31","EU/EEA",3.493537000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","EU28","EU",3.493537000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","FR","France",3.588604730,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","HU","Hungary",3.366781090,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","IT","Italy",4.765630550,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","LT","Lithuania",1.618777820,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","LU","Luxembourg",1.494671170,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","MT","Malta",3.798237610,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","PT","Portugal",3.687150830,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","RO","Romania",3.201343510,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","SK","Slovakia",14.005602240,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2018","UKM","Scotland",1.557068930,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","AT","Austria",1.686834170,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","BE","Belgium",3.351206430,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","ES","Spain",3.647562610,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","EU_EEA31","EU/EEA",2.529646000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","EU28","EU",2.529646000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","FR","France",1.377567190,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","HU","Hungary",4.288982080,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","IT","Italy",4.821027600,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","LT","Lithuania",1.520997180,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","PT","Portugal",3.257928060,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Bloodstream infections","Incidence density","Number of infections / 1 000 patient days","2019","UKM","Scotland",1.321896920,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Pneumonia","Incidence density","Number of infections / 1 000 patient days","2008","AT","Austria",6.447846060,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Pneumonia","Incidence density","Number of infections / 1 000 patient days","2008","BE","Belgium",13.821516370,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Pneumonia","Incidence density","Number of infections / 1 000 patient days","2008","EE","Estonia",5.029337800,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Pneumonia","Incidence density","Number of infections / 1 000 patient days","2008","ES","Spain",7.098066530,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Pneumonia","Incidence density","Number of infections / 1 000 patient days","2008","EU_EEA31","EU/EEA",8.349106000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Pneumonia","Incidence density","Number of infections / 1 000 patient days","2008","EU28","EU",8.349106000,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Pneumonia","Incidence density","Number of infections / 1 000 patient days","2008","FR","France",9.064712160,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Pneumonia","Incidence density","Number of infections / 1 000 patient days","2008","HR","Croatia",6.961710590,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Pneumonia","Incidence density","Number of infections / 1 000 patient days","2008","IT","Italy",9.525571070,""
"Healthcare-associated infections in intensive care units","ICU-acquired infections|Pneumonia","Incidence density","Number of infections / 1 000 patient days","2008","LT","Lithuania",3.036086050,""
