"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2016","EE","Estonia",6.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2016","EU31_UKX","EU/EEA",277.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2016","FR","France",47.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2016","HU","Hungary",19.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2016","IT","Italy",6.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2016","LT","Lithuania",6.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2016","NL","Netherlands",4.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2016","NO","Norway",60.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2016","PT","Portugal",7.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2017","AT","Austria",33.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2017","DE","Germany",26.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2017","EE","Estonia",3.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2017","EU31_UKX","EU/EEA",292.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2017","FR","France",49.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2017","HU","Hungary",8.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2017","IT","Italy",4.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2017","LT","Lithuania",3.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2017","NO","Norway",65.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All in-hospital SSI","N","2017","PT","Portugal",10.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","AT","Austria",3344.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","DE","Germany",11319.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","ES","Spain",1403.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","EU31_UKX","EU/EEA",63983.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","FR","France",16729.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","HU","Hungary",3218.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","IT","Italy",8160.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","LT","Lithuania",241.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","NL","Netherlands",1434.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","NO","Norway",1970.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2008","PT","Portugal",1108.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","AT","Austria",3305.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","DE","Germany",9700.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","ES","Spain",759.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","EU31_UKX","EU/EEA",68145.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","FR","France",14666.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","HU","Hungary",3304.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","IT","Italy",3766.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","LT","Lithuania",2043.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","NL","Netherlands",1664.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","NO","Norway",2181.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2009","PT","Portugal",2295.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","AT","Austria",3586.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","DE","Germany",13245.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","ES","Spain",1282.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","EU31_UKX","EU/EEA",81728.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","FR","France",18868.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","HU","Hungary",2518.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","IT","Italy",4492.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","LT","Lithuania",2229.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","MT","Malta",107.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","NL","Netherlands",3945.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","NO","Norway",2486.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2010","PT","Portugal",1487.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","AT","Austria",3220.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","DE","Germany",15525.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","ES","Spain",384.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","EU31_UKX","EU/EEA",78160.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","FR","France",19101.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","HU","Hungary",2480.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","IT","Italy",4350.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","LT","Lithuania",2172.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","MT","Malta",386.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","NL","Netherlands",5208.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","NO","Norway",2223.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2011","PT","Portugal",1871.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","AT","Austria",4179.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","DE","Germany",16321.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","EE","Estonia",489.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","EU31_UKX","EU/EEA",86464.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","FR","France",13811.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","HU","Hungary",2561.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","IT","Italy",7551.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","LT","Lithuania",1725.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","MT","Malta",422.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","NL","Netherlands",3937.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","NO","Norway",3000.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","PT","Portugal",1106.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2012","RO","Romania",1683.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","AT","Austria",4243.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","DE","Germany",19154.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","EE","Estonia",202.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","EU31_UKX","EU/EEA",99759.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","FR","France",14135.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","HU","Hungary",3668.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","IT","Italy",10843.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","LT","Lithuania",1396.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","MT","Malta",400.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","NL","Netherlands",4684.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","NO","Norway",9251.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","PT","Portugal",1322.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2013","RO","Romania",580.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","AT","Austria",4147.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","DE","Germany",19939.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","EE","Estonia",267.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","EU31_UKX","EU/EEA",99801.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","FR","France",14801.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","HU","Hungary",3923.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","IT","Italy",7627.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","LT","Lithuania",1487.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","NL","Netherlands",6033.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","NO","Norway",9417.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","PT","Portugal",2092.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2014","RO","Romania",73.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","AT","Austria",2629.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","DE","Germany",16545.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","EE","Estonia",819.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","EU31_UKX","EU/EEA",94252.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","FR","France",13627.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","HU","Hungary",3536.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","IT","Italy",7649.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","LT","Lithuania",1524.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","MT","Malta",86.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","NL","Netherlands",5810.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","NO","Norway",9204.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2015","PT","Portugal",2898.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","AT","Austria",3165.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","DE","Germany",21944.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","EE","Estonia",436.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","EU31_UKX","EU/EEA",99810.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","FR","France",12926.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","HU","Hungary",3289.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","IT","Italy",7220.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","LT","Lithuania",1340.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","NL","Netherlands",6745.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","NO","Norway",9102.000000000,""
"Healthcare-associated infections: surgical site infections","Surgical site infections|Caesarean section","All operations","N","2016","PT","Portugal",3194.000000000,""
