"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Rift valley fever","All cases","Age standardised rate","N/100000","2007","EU27_21","EU (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2007","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2007","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2007","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","EU27_21","EU (without UK)",0.002602000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","EU27_UK_21","EU (with UK until 2019)",0.002218000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","EUEEA30_21","EU/EEA (without UK)",0.002568000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","EUEEAUK_21","EU/EEA (with UK until 2019)",0.002193000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","FR","France",0.014477480,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","LT","Lithuania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","LU","Luxembourg",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","MT","Malta",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","NO","Norway",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","RO","Romania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","SI","Slovenia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","SK","Slovakia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2008","UK","United Kingdom",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","EU27_21","EU (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","FR","France",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","LT","Lithuania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","LU","Luxembourg",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","MT","Malta",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","NO","Norway",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","RO","Romania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","SE","Sweden",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","SI","Slovenia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","SK","Slovakia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2009","UK","United Kingdom",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","CZ","Czechia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","EU27_21","EU (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","FR","France",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","LT","Lithuania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","LU","Luxembourg",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","MT","Malta",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","NO","Norway",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","RO","Romania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","SE","Sweden",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","SI","Slovenia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","SK","Slovakia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2010","UK","United Kingdom",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","CZ","Czechia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","EU27_21","EU (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","FR","France",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","LT","Lithuania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","LU","Luxembourg",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","MT","Malta",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","NO","Norway",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","RO","Romania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","SE","Sweden",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","SI","Slovenia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","SK","Slovakia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2011","UK","United Kingdom",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","CZ","Czechia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","EU27_21","EU (without UK)",0.000250000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","EU27_UK_21","EU (with UK until 2019)",0.000436000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","EUEEA30_21","EU/EEA (without UK)",0.000247000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000432000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","FR","France",0.001463570,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","HR","Croatia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","LT","Lithuania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","LU","Luxembourg",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","MT","Malta",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","NO","Norway",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","RO","Romania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","SE","Sweden",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","SI","Slovenia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","SK","Slovakia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2012","UK","United Kingdom",0.001553490,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","CZ","Czechia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","EU27_21","EU (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","EU27_UK_21","EU (with UK until 2019)",0.000213000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000211000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","FR","France",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","HR","Croatia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","IE","Ireland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","LT","Lithuania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","LU","Luxembourg",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","MT","Malta",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","NO","Norway",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","RO","Romania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","SE","Sweden",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","SI","Slovenia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","SK","Slovakia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2013","UK","United Kingdom",0.001506030,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","CZ","Czechia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","EU27_21","EU (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","FR","France",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","HR","Croatia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","IE","Ireland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","LT","Lithuania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","LU","Luxembourg",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","MT","Malta",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","NO","Norway",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","RO","Romania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","SE","Sweden",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","SI","Slovenia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","SK","Slovakia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2014","UK","United Kingdom",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","CZ","Czechia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","EU27_21","EU (without UK)",0.000299000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","EU27_UK_21","EU (with UK until 2019)",0.000256000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","EUEEA30_21","EU/EEA (without UK)",0.000295000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000253000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","FR","France",0.001750540,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","HR","Croatia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","IE","Ireland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","LT","Lithuania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","LU","Luxembourg",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","MT","Malta",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","NO","Norway",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","RO","Romania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","SE","Sweden",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","SI","Slovenia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","SK","Slovakia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2015","UK","United Kingdom",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","CZ","Czechia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","EU27_21","EU (without UK)",0.000903000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","EU27_UK_21","EU (with UK until 2019)",0.000774000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","EUEEA30_21","EU/EEA (without UK)",0.000892000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000765000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","FR","France",0.005284690,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","HR","Croatia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","IE","Ireland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","LT","Lithuania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","LU","Luxembourg",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","MT","Malta",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","NO","Norway",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","RO","Romania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","SE","Sweden",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","SI","Slovenia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","SK","Slovakia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2016","UK","United Kingdom",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","CZ","Czechia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","EU27_21","EU (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","FR","France",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","HR","Croatia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","IE","Ireland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","LT","Lithuania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","LU","Luxembourg",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","LV","Latvia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","MT","Malta",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","NL","Netherlands",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","NO","Norway",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","PL","Poland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","RO","Romania",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","SE","Sweden",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","SI","Slovenia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","SK","Slovakia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2017","UK","United Kingdom",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","BE","Belgium",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","CZ","Czechia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","DE","Germany",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","EE","Estonia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","EL","Greece",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","ES","Spain",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","EU27_21","EU (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","FR","France",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","HR","Croatia",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","HU","Hungary",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","IE","Ireland",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","IT","Italy",0.000000000,""
"Rift valley fever","All cases","Age standardised rate","N/100000","2018","LT","Lithuania",0.000000000,""
