"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","IE","Ireland",4.545454540,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","IT","Italy",5.714285710,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","NL","Netherlands",3.255813950,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","NO","Norway",6.521739130,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","PT","Portugal",1.388888880,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","RO","Romania",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","SE","Sweden",7.142857140,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","SI","Slovenia",25.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","SK","Slovakia",14.772727270,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2010","UK","United Kingdom",3.153153150,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","AT","Austria",13.207547160,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","BE","Belgium",0.909090900,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","CY","Cyprus",10.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","DK","Denmark",20.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","EL","Greece",3.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","ES","Spain",15.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","EUEEA30_21","EU/EEA (without UK)",8.358570000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",7.623554000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","FR","France",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","HU","Hungary",7.692307690,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","IE","Ireland",3.125000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","IT","Italy",3.030303030,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","MT","Malta",7.692307690,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","NO","Norway",1.298701290,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","RO","Romania",15.384615380,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","SE","Sweden",7.619047610,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","SI","Slovenia",36.842105260,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","SK","Slovakia",36.283185840,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2011","UK","United Kingdom",2.788844620,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","AT","Austria",4.672897190,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","BE","Belgium",0.934579430,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","CY","Cyprus",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","DK","Denmark",12.280701750,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","EL","Greece",5.882352940,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","ES","Spain",15.238095230,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","EUEEA30_21","EU/EEA (without UK)",4.504504000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",3.894080000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","FR","France",1.818181810,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","HU","Hungary",6.329113920,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","IE","Ireland",3.750000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","IT","Italy",6.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","LV","Latvia",2.564102560,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","NO","Norway",5.454545450,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","RO","Romania",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","SE","Sweden",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","SI","Slovenia",4.255319140,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","SK","Slovakia",3.703703700,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2012","UK","United Kingdom",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","AT","Austria",6.422018340,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","BE","Belgium",6.363636360,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","CY","Cyprus",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","DK","Denmark",11.818181810,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","EL","Greece",14.666666660,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","ES","Spain",16.806722680,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","EUEEA30_21","EU/EEA (without UK)",5.302166000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","EUEEAUK_21","EU/EEA (with UK until 2019)",4.764292000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","FR","France",3.571428570,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","HU","Hungary",6.818181810,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","IE","Ireland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","IS","Iceland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","IT","Italy",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","LV","Latvia",2.631578940,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","NO","Norway",4.464285710,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","RO","Romania",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","SE","Sweden",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","SI","Slovenia",1.369863010,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","SK","Slovakia",4.545454540,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2013","UK","United Kingdom",0.833333330,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","AT","Austria",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","BE","Belgium",12.142857140,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","CY","Cyprus",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","DK","Denmark",5.504587150,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","EE","Estonia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","EL","Greece",5.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","ES","Spain",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","EUEEA30_21","EU/EEA (without UK)",2.244788000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","EUEEAUK_21","EU/EEA (with UK until 2019)",1.998097000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","FR","France",0.909090900,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","HU","Hungary",1.123595500,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","IE","Ireland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","IS","Iceland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","IT","Italy",2.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","NL","Netherlands",2.202643170,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","NO","Norway",5.454545450,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","PL","Poland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","RO","Romania",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","SE","Sweden",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","SI","Slovenia",1.219512190,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","SK","Slovakia",0.917431190,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2014","UK","United Kingdom",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","AT","Austria",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","BE","Belgium",11.111111110,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","CY","Cyprus",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","DK","Denmark",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","EE","Estonia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","EL","Greece",11.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","ES","Spain",2.395209580,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","EUEEA30_21","EU/EEA (without UK)",1.848917000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","EUEEAUK_21","EU/EEA (with UK until 2019)",1.688555000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","FI","Finland",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","FR","France",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","HR","Croatia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","HU","Hungary",1.562500000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","IE","Ireland",0.909090900,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","IS","Iceland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","IT","Italy",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","NO","Norway",0.909090900,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","PL","Poland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","RO","Romania",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","SE","Sweden",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","SI","Slovenia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","SK","Slovakia",3.846153840,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2015","UK","United Kingdom",0.418410040,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","AT","Austria",4.166666660,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","BE","Belgium",8.080808080,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","CY","Cyprus",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","CZ","Czechia",1.111111110,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","DK","Denmark",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","EE","Estonia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","EL","Greece",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","ES","Spain",1.643835610,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","EUEEA30_21","EU/EEA (without UK)",2.218570000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","EUEEAUK_21","EU/EEA (with UK until 2019)",2.099737000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","FI","Finland",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","FR","France",1.010101010,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","HR","Croatia",11.111111110,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","HU","Hungary",8.510638290,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","IE","Ireland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","IS","Iceland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","IT","Italy",2.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","LU","Luxembourg",10.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","NO","Norway",1.801801800,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","PL","Poland",5.194805190,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","RO","Romania",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","SE","Sweden",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","SI","Slovenia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","SK","Slovakia",3.636363630,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2016","UK","United Kingdom",0.858369090,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2017","AT","Austria",3.816793890,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2017","BE","Belgium",2.040816320,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2017","CY","Cyprus",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2017","CZ","Czechia",1.923076920,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2017","DK","Denmark",0.847457620,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2017","EE","Estonia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases","Cefixime resistant (R) isolates proportion","%","2017","EL","Greece",5.617977520,""
